"L979","GMR_37A11_AV_01-20150306_41_B4","84F07","37A11","29A","1","No","Yes_TI_wk16","Yes-TI_wk1","Yes","Medium"
"L807","GMR_25B10_AV_01-20150306_41_C5","25B07","25B10","12B","1","20X Shiuan-Tze 2015","Yes_TI_wk4","Yes-TI_wk6","Yes","None"
"L1397","GMR_58F03_AV_01-20150306_41_D4","11E08","58F03","1B","1","No","Yes_TI_wk4","Yes_TI_wk21","Yes","Medium"
"L808","GMR_25B10_AV_01-20150306_41_A6","84A06","25B10","12B","1","20X Shiuan-Tze 2015","Yes_TI_wk4","Yes_TI_wk30","Yes","None"
"L294","GMR_46A08_AV_01-20150403_43_A1","25B07","46A08","3B","1","Maybe","","Yes_TI_wk30","Yes","None"
"L495","GMR_67F03_AV_01-20150403_42_B3","10G01","67F03","113","1","No","","","No","Strong"
"L455","GMR_59F02_AV_01-20150403_43_B1","46E11","59F02","7","2","20X Shiuan-Tze 2015","Yes_TI_wk12","","Yes","Weak"
"L87","GMR_17B08_AV_01-20150327_43_A6","16C09","17B08","12A","1","20X Shiuan-Tze 2015","Yes_TI_wk10","","Yes","None"
"L191","GMR_30H02_AV_01-20150327_43_B6","84F07","30H02","29B","1","Maybe","Yes_TI_wk8","Yes-TI_flycore_18Apr-30May16","Yes","Weak"
"L438","GMR_55C09_AV_01-20150410_41_A2","65D05","55C09","16A,16B","2","Maybe","Yes_TI-wk25","","Yes","Medium"
"L1488","GMR_65C07_AV_01-20150410_41_F6","65H10","65C07","8A","1","No","","","Yes","Medium"
"L102","GMR_19A04_AV_01-20150410_41_C2","47B03","19A04","7","2","20X Shiuan-Tze 2015","Yes_TI_wk8","Yes-TI_flycore_18Apr-30May16","Yes","None"
"L1247","GMR_94F11_AV_01-20150313_45_A1","41H07","48G01","3B","1","No","","Yes_TI_wk29","Yes","Don't Care"
"L504","GMR_72G12_AV_01-20150515_41_A6","79C09","72G12","116","1","No","","","Yes","Medium"
"L421","GMR_54G12_AV_01-20150515_41_B4","38D01","54G12","1B","1","20X Paavo 2015","Yes_TI_wk9","Yes-TI_flycore_18Apr-30May16","Yes","None"
"L563","JRC_IS04013-20150904_52_G3","16C09","94F11","1E","1","20X_PaavoMike_July_2016","Yes_TI_wk16","Yes-TI_wk15-16 (flycore)","Yes","None"
"L549","JRC_IS04018-20151016_52_A5","20A03","94D12","1A, 54B","1","","Yes_TI-wk19","Yes-TI_wk13","In Progress (flycore)","Weak"
"L426","JRC_IS04037-20150904_52_F2","82F03","54G12","1A,1F","2","","","","No","Medium"
"L178","JRC_IS04038-20150904_52_C2","89A01","28A10","12A","1","20X_PaavoMike_July_2016","Yes_TI-wk22","Yes_TI_wk30","Yes","Weak"
"L248","JRC_IS04041-20150904_52_D2","93E08","34G01","1B","1","","Yes_TI_wk16","Yes-TI_wk13","Yes","Strong"
"L471","JRC_IS04043-20150904_52_G2","93E08","59G08","1B","","","","","In Progress (flycore)","Strong"
"L590","JRC_IS04044-20150904_52_H2","93E08","95A10","1E","1","","","","No","Medium"
"L304","JRC_IS15279-20151016_52_A6","65H10","46E11","1","1","20X_PaavoMike_July_2016","Yes_TI-wk21","Case4_Wk5","Yes","Weak"
"L453","JRC_IS21819-20151016_52_C3","11B07","59F02","8A","1","","","","No","Weak"
"L460","JRC_IS21820-20151016_52_C4","14E05","59F02","7","2","20X_PaavoMike_July_2016","Yes_TI-wk24","","Yes","Weak"
"L467","JRC_IS21821-20151016_52_C5","38D01","59G08","1B","0","","","","In Progress (flycore)","Weak"
"L567","JRC_IS21825-20151016_52_C2","22B12","94F11","1A","1","20X_PaavoMike_July_2016","Yes_TI_wk14","Yes-TI_wk17","Yes","Medium"
"L1049","JRC_IS22337-20151030_51_F2","25A01","41G09","4B","2","","Yes_TI-wk24","Yes-TI_wk18","Yes","None"
"L1224","JRC_IS22340-20151030_51_E2","16C09","48E02","138,12A","2","20X_PaavoMike_July_2016","","","Yes","None"
"L1225","JRC_IS22341-20151030_51_B2","19E06","48E02","12A","1","20X_PaavoMike_July_2016","Yes_TI_wk14","","Yes","None"
"L1237","JRC_IS22343-20151030_51_A3","20G10","48E02","70C","1","","","","Yes","None"
"L1294","JRC_IS22347-20151030_51_C4","19E06","52H12","12A,12B","1","","","","No","Medium"
"L1723","JRC_IS22371-20151030_51_F6","12H12","85F05","16C,16E","1","","","","No","Weak"
"L1724","JRC_IS22372-20151030_51_F4","15A01","85F05","16C,101","1","","Yes_TI-wk24","","Yes","Medium"
"L1727","JRC_IS22374-20151030_51_E4","16C09","85F05","101","1","20X_PaavoMike_July_2016","","","Yes","None"
"L1739","JRC_IS22376-20151030_51_D6","11E08","92A07","16C","1","","Yes_TI_wk12","","Yes","Weak"
"L1740","JRC_IS22377-20151030_51_D4","12H12","92A07","16E, 16C","1","20X_PaavoMike_July_2016","Yes_TI_wk12","Yes-TI_wk10","Yes","Weak"
"L707","JRC_IS22384-20151030_51_C2","12H12","15A01","16C, 16F","1","","Yes_TI-wk20","","Yes","None"
"L718","JRC_IS22385-20151030_51_B3","19E06","17B08","12A","1","20X_PaavoMike_July_2016","Yes_TI-wk22","","Yes","None"
"L798","JRC_IS22388-20151030_51_E3","19E06","25B07","","1","20X_PaavoMike_July_2016","Yes_TI_wk12","","Yes","Weak"
"L843","JRC_IS22390-20151030_51_D3","19E06","28A10","12A","1","20X_PaavoMike_July_2016","Yes_TI-wk21","","Yes","None"
"L886","JRC_IS22396-20151030_51_D5","25A01","30A10","4B","3","","","","No","Medium"
"L1000","JRC_IS22532-20151106_52_J3","94B04","38F08","8A","1","20X_PaavoMike_July_2016","Yes_TI_wk14","Yes-TI_wk17","Yes","Weak"
"L1031","JRC_IS22536-20151106_52_I2","94B04","39H01","27","1","","","","No","Medium"
"L1139","JRC_IS22549-20151106_52_C1","93A02","44G08","7, 16A","1","20X_PaavoMike_July_2016","Yes_TI_wk14","Yes_TI_wk21","Yes","None"
"L1157","JRC_IS22554-20151106_51_B2","41H07","46E07","8A","1","20X_PaavoMike_July_2016","Yes_TI_wk14","Yes_TI_wk30","Yes","None"
"L1231","JRC_IS22568-20151106_51_F1","84A06","48E02","12A","1","","","","No","Weak"
"L1291","JRC_IS22584-20151106_52_G2","94B04","52H12","8A","1","20X_PaavoMike_July_2016","Yes_TI-wk20","","Yes","Weak"
"L1300","JRC_IS22587-20151106_51_F4","84A06","52H12","12A,12B","1","20X_PaavoMike_July_2016","","","In Progress (flycore)","Weak"
"L1314","JRC_IS22591-20151106_52_F2","93A02","53B06","51A, 51B, 51C","2","","Yes_TI-wk20","","Yes","Strong"
"L1315","JRC_IS22592-20151106_51_F3","91F03","53B06","3A, 3C","1","","","","No","Medium"
"L1354","JRC_IS22604-20151106_52_A6","49B08","53D01","4E","1","20X_PaavoMike_July_2016","Yes_TI_wk14","Case4_Wk1","Yes","Weak"
"L1386","JRC_IS22609-20151106_51_B5","41H07","54G12","1E","2","","Yes_TI_wk14","","Yes","None"
"L1395","JRC_IS22613-20151106_52_E6","93A02","55C09","16A","1","20X_PaavoMike_July_2016","Yes_TI-wk25","Yes-TI_wk10","Yes","None"
"L1396","JRC_IS22614-20151106_52_I1","94B04","55C09","16A","1","","Yes_TI-wk25","Yes_TI_wk29","Yes","Weak"
"L1477","JRC_IS22624-20151106_51_J2","49B08","65C07","","","","Yes_TI_wk13","Yes_TI_wk26","Yes","Medium"
"L1495","JRC_IS22631-20151106_52_D2","93A02","65D05","16A","1","","Yes_TI_wk13","","Yes","Medium"
"L1538","JRC_IS22646-20151106_52_E1","93A02","66B12","16A","1","20X_PaavoMike_July_2016","Yes_TI-wk25","Case4_Wk5","Yes","None"
"L1554","JRC_IS22656-20151106_51_G1","91F03","71D08","3C","2","","Yes_TI_wk13","","Yes","Medium"
"L1614","JRC_IS22675-20151106_51_I1","44G08","81A04","16F","1","20X_PaavoMike_July_2016","Yes_TI_wk12","Yes-TI_wk10","Yes","Medium"
"L1721","JRC_IS22713-20151106_52_E4","92D09","85F05","6, 16C, 16E","1","20X_PaavoMike_July_2016","Yes_TI_wk12","Yes-TI_wk10","Yes","Weak"
"L1744","JRC_IS22721-20151106_52_D4","92D09","92A07","16E, 16C","1","20X_PaavoMike_July_2016","Yes_TI_wk13","Yes-TI_wk17","Yes","Weak"
"L1749","JRC_IS22723-20151106_51_E1","79C09","92A07","116B ","2","20X_PaavoMike_July_2016","Yes_TI-wk22","","Yes","Weak"
"L1806","JRC_IS22727-20151106_52_B6","44G08","94F11","16A","2","20X_PaavoMike_July_2016","Yes_TI-wk20","","Yes","None"
"L1812","JRC_IS22730-20151106_52_E3","92D09","94F11","16C","1","","Yes_TI_wk13","Yes_TI_wk24","Yes","Medium"
"L629","JRC_IS22737-20151106_52_I5","30A10","10H02","4A","1","","Yes_TI_wk12","Yes_TI_wk23","Yes","Medium"
"L721","JRC_IS22755-20151106_51_J1","51H04","17B08","12A","1","20X_PaavoMike_July_2016","Yes_TI-wk23","Yes_TI_wk24","Yes","None"
"L763","JRC_IS22762-20151106_52_D1","93A02","20A03","51A","2","","Yes_TI_wk14","","Yes","Strong"
"L770","JRC_IS22763-20151106_51_B1","37E08","20G10","70C","1","20X_PaavoMike_July_2016","Yes_TI-wk22","","Yes","None"
"L772","JRC_IS22764-20151106_52_B1","48E02","20G10","70C","1","20X_PaavoMike_July_2016","Yes_TI-wk23","","Yes","None"
"L779","JRC_IS22766-20151106_51_A1","30A10","22A12","4B","2","","Yes_TI-wk22","","Yes","None"
"L794","JRC_IS22769-20151106_51_F5","91F03","25B07","3A, 3C","1","","Yes_TI_wk17","","Yes","Medium"
"L945","JRC_IS22794-20151106_51_F2","91F03","33E02","3A, 3C","1","","","","No","Strong"
"L985","JRC_IS22801-20151106_51_H5","48E02","37E08","70C","1","","","","Yes","Medium"
"L990","JRC_IS22802-20151106_52_B2","48F03","37G11","11A","1","20X_PaavoMike_July_2016","Yes_TI-wk21","Yes_TI_wk26","Yes","Medium"
"L475","JRC_IS22807-20151106_52_A3","55C09","65D05","16A, 16B","1","","Yes_TI-wk19","Yes_TI_wk24","Yes","Medium"
"L1859","JRC_IS23065-20151120_52_F2","VT012412","18B06","4G, 114","1","","","","No","Strong"
"L1860","JRC_IS23066-20151120_53_D1","VT024617","18B06","4G, 114","1","","","","In Progress (flycore)","Medium"
"L1925","JRC_IS23087-20151120_52_G3","VT017375","75C05","54C","1","20X_PaavoMike_July_2016","Yes_TI_wk13","Yes-TI_wk10","Yes","None"
"L2001","JRC_IS23097-20151120_52_G5","VT022244","VT014480","147","1","20X_PaavoMike_July_2016","Yes_TI_wk12","Yes-TI_wk11","Yes","Weak"
"L2002","JRC_IS23098-20151120_52_B4","VT044340","VT014480","147","1","","Yes_TI_wk15","Yes_TI_wk24","Yes","Weak"
"L2022","JRC_IS23103-20151120_52_D4","VT017183","VT022244","147","1","","","","In Progress (flycore)","Medium"
"L2033","JRC_IS23107-20151120_52_H2","VT043152","VT027015","145","1","","Yes_TI_wk13","Yes-TI_wk11","Yes","Medium"
"L2038","JRC_IS23109-20151120_52_B3","VT013878","VT043152","145","1","","Yes_TI_wk17","","Yes","Strong"
"L2041","JRC_IS23112-20151120_52_D2","VT049488","VT043152","145","1","","Yes_TI_wk15","Yes-TI_wk11","Yes","None"
"L2051","JRC_IS23114-20151120_52_C1","VT022244","VT044340","147","1","","Yes_TI_wk14","Yes-TI_wk11","Yes","Medium"
"L2053","JRC_IS23115-20151120_52_J1","VT013878","VT049488","145","","","Yes_TI-wk22","Yes_TI_wk28","Yes","Medium"
"L2059","JRC_IS23121-20151120_52_E1","VT022244","VT050273","147","1","","","","No","Medium"
"L2060","JRC_IS23122-20151120_52_B2","VT044340","VT050273","147","1","","","","No","Medium"
"L2066","JRC_IS23126-20151120_53_D3","VT055836","VT065319","29B, 29C","1","","","","No","Strong"
"L2098","JRC_IS23129-20151120_53_B4","24C08","20A03","138","1","","Yes_TI_wk15","Yes_TI_wk24","Yes","Medium"
"L2104","JRC_IS23133-20151120_53_E3","48E02","24C08","138","1","","Yes_TI_wk17","Yes_TI_wk24","Yes","None"
"L2158","JRC_IS23161-20151120_52_D5","64B08","VT002834","4D","1","20X_PaavoMike_July_2016","Yes_TI_wk15","Yes-TI_wk10","Yes","Weak"
"L2185","JRC_IS23170-20151120_52_G4","64B08","VT029317","4D","1","","Yes_TI_wk15","Case4_Wk1","Yes","Weak"
"L2232","JRC_IS23186-20151120_52_E2","22B02","VT050273","","","","","","No","Medium"
"L2233","JRC_IS23187-20151120_52_B1","37A11","VT050273","5","1","","Yes_TI_wk15","Yes-TI_wk10","Yes","Medium"
"L2241","JRC_IS23191-20151120_52_I4","37G11","VT043140","11A","1","20X_PaavoMike_July_2016","Yes_TI-wk21","","Yes","Weak"
"L1842","JRC_IS23341-20151113_53_A3","49B08","18B06","4G","1","","Yes_TI_wk15","Yes_TI_wk19","Yes","Medium"
"L1965","JRC_IS23346-20151113_53_C3","VT000848","16H04","54A, 54C","1","20X_PaavoMike_July_2016","Yes_TI_wk15","Yes_TI_wk24","Yes","Medium"
"L2013","JRC_IS23347-20151113_52_H1","VT006202","16H04","54C","1","20X_PaavoMike_July_2016","Yes_TI-wk21","","Yes","None"
"L1865","JRC_IS23356-20151113_52_G1","VT002033","34E07","4F","1","","","","No","Medium"
"L1899","JRC_IS23369-20151113_53_A2","VT007394","75C05","54C","1","20X_PaavoMike_July_2016","Yes_TI_wk15","Yes_TI_wk24","Yes","None"
"L1931","JRC_IS23371-20151113_52_J4","48G07","VT019059","54A, 54C","1","","","","No","Strong"
"L1933","JRC_IS23372-20151113_52_E2","49G06","34E07","4F","1","20X_PaavoMike_July_2016","Yes_TI-wk19","Yes-TI_wk18","Yes","None"
"L1949","JRC_IS23376-20151113_52_B3","VT002216","85A07","70A, 70D","1","","Yes_TI-wk22","","Yes","None"
"L1876","JRC_IS23383-20151113_53_D4","11G08","VT000848","50A,50C","2","","","","No","Medium"
"L1940","JRC_IS23384-20151113_53_C1","66A08","VT000926","70D","2","","Yes_TI_wk15","Yes_TI_wk19","Yes","Medium"
"L2048","JRC_IS23389-20151113_53_F2","66A08","VT002216","70A, 70B, 70D","2","","","","No","Medium"
"L1966","JRC_IS23390-20151113_53_G1","11G08","VT007394","54B, 54C","1","20X_PaavoMike_July_2016","Yes_TI_wk17","","Yes","Weak"
"L1974","JRC_IS23391-20151113_53_C2","VT000848","VT007394","54C","1","","","","No","Strong"
"L1983","JRC_IS23395-20151113_52_I3","76E07","VT008671","17A, 17B, 17C","2","20X_PaavoMike_July_2016","Yes_TI_wk15","Case4_Wk1","Yes","Weak"
"L1978","JRC_IS23400-20151113_52_G2","VT002033","VT013949","29B, 4F, 1D","3","","Yes_TI-wk24","","Yes","Weak"
"L1893","JRC_IS23405-20151113_52_D2","18B06","VT024617","4G, 114","1","","Yes_TI_wk15","Yes-TI_wk13","Yes","Medium"
"L1979","JRC_IS23409-20151113_52_J3","17A04","VT026759","85","1","","","","No","Medium"
"L1950","JRC_IS23823-20151113_53_D1","17A04","VT006903","85","1","","","","Yes","Medium"
"L1995","JRC_IS23829-20151113_53_B3","17A04","VT020605","85","1","","","","No","Weak"
"L2029","JRC_IS23832-20151113_53_E1","34E07","VT013949","4F","1","","","","No","Medium"
"L1989","JRC_IS23827-20151113_53_F4","22D02","VT008671","17C","","20X_PaavoMike_July_2016","Yes_TI_wk17","","Yes","Weak"
"L2049","JRC_IS23834-20151113_52_C4","25B07","VT013596","3B, 3F","1","","","","No","Medium"
"L1916","JRC_IS23818-20151113_53_H5","66A08","VT017258","70B, 70D","1","","","","No","Medium"
"L1900","JRC_IS23817-20151113_52_G3","17A04","VT041432","85","1","20X_PaavoMike_July_2016","Yes_TI-wk24","","Yes","None"
"L1955","JRC_IS23824-20151113_52_A4","11G08","VT017375","54C","2","20X_PaavoMike_July_2016","Yes_TI-wk18","","Yes","Weak"
"L1847","JRC_IS23805-20151113_52_H4","VT000848","75C05","54C","1","20X_PaavoMike_July_2016","Yes_TI_wk17","","Yes","None"
"L1850","JRC_IS23807-20151113_52_F4","49B08","VT024617","4G","1","","Yes_TI_wk17","Yes-TI_wk13","Yes","Medium"
"L1961","JRC_IS23825-20151113_52_H3","34E07","VT002033","4F","1","","","","No","Medium"
"L1990","JRC_IS23828-20151113_52_G4","25G10","VT008671","17A, 17C","1","20X_PaavoMike_July_2016","Yes_TI_wk17","","Yes","None"
"L1938","JRC_IS23819-20151113_52_H2","11E08","30A10","4G","1","","Yes_TI_wk17","","Yes","Medium"
"L1943","JRC_IS23821-20151113_52_I4","22A12","VT020714","116A, 4A","1","","Yes_TI-wk18","Yes_TI_wk30","Yes","Medium"
"L2223","JRC_IS24155-20151204_51_D5","VT058488","82E01","5","1","","","Case4_Wk3","In Progress (flycore)","Medium"
"L2161","JRC_IS24204-20151204_51_D2","VT008659","VT002834","4A, 4D","1","","","","In Progress (flycore)","Medium"
"L2239","JRC_IS24203-20151204_51_D1","VT002050","37G11","11A","1","","Yes_TI-wk18","","Yes","Medium"
"L2240","JRC_IS24153-20151204_51_E1","VT043140","37G11","11A","1","","","","In Progress (flycore)","Medium"
"L722","JRC_IS24213-20151204_51_E2","64G04","17B08","12A","1","","","","No","Medium"
"L2087","JRC_IS24177-20151204_51_F1","VT006486","VT060731","124","1","20X_PaavoMike_July_2016","Yes_TI-wk18","Yes-TI_wk10","Yes","None"
"L2219","JRC_IS24166-20151204_51_F3","VT029317","VT060077","4D","1","","","","No","Medium"
"L2220","JRC_IS24172-20151204_51_F4","VT041887","VT060077","4D","1","","Yes_TI-wk24","Yes-TI_wk14","Yes","Medium"
"L2170","JRC_IS24146-20151204_51_G2","VT002834","VT008659","4A, 4D","1","","Yes_TI-wk18","Yes-TI_wk14","Yes","Medium"
"L2312","JRC_IS24831-20151218_52_D1","49H05","34E09","76","2","","Yes_TI-wk18","Case4_Wk2","Yes","Weak"
"L2392","JRC_IS24820-20151218_52_E3","34E09","VT023823","76B","21","","Yes_TI-wk19","Yes-TI_wk10","Yes","Strong"
"L2382","JRC_IS24794-20151218_52_D5","VT006202","VT008671","125","1","","Yes_TI-wk18","Yes-TI_wk11","Yes","None"
"L2188","JRC_IS24141-20151204_52_G4","VT002834","VT029317","4D","1","","","","No","Medium"
"L2345","JRC_IS24813-20151218_52_A1","21D02","58F03","76","1","","Yes_TI-wk19","Case4_Wk3","Yes","Weak"
"L2094","JRC_IS04924-20151204_52_G6","VT006486","VT008489","124","0","","Yes_TI-wk19","Yes-TI_wk13","Yes","None"
"L2387","JRC_IS24825-20151218_52_G4","44G08","VT016266","6","1","20X_PaavoMike_July_2016","Yes_TI-wk24","Case4_Wk4","Yes","Ascending"
"L2385","JRC_IS24840-20151218_52_F2","70G05","VT008683","53","1","","Yes_TI-wk18","","Yes","Medium"
"L2338","JRC_IS24815-20151218_52_F1","25C01","53B06","51A","1","","","Yes-TI_wk13","Yes","Medium"
"L1959","JRC_IS23354-20151211_52_G3","58F03","30A10","4G","1","","Yes_TI-wk18","Yes_TI_wk21","Yes","Medium"
"L2088","JRC_IS24659-20151211_52_D5","VT060731","VT006486","124","1","20X_PaavoMike_July_2016","Yes_TI-wk20","Case4_Wk4","Yes","None"
"L2193","JRC_IS24679-20151211_52_C3","VT060077","VT029317","4D","1","20X_PaavoMike_July_2016","Yes_TI-wk20","Case4_Wk1","Yes","Medium"
"L424","JRC_IS04034-20150904_52_F1","59G08","54G12","1B","1","","","","No","Weak"
"L156","JRC_IS04040-20150904_52_B4","93E08","22C12","1E","1","","","","No","Medium"
"L393","JRC_IS21817-20151016_52_A3","47B03","53C10","7","1","","Yes_TI-wk24","","Yes","None"
"L1671","JRC_IS22360-20151030_51_D2","16C09","85C03","1D","3","","","","No","Medium"
"L734","JRC_IS22386-20151030_51_F5","25A01","18C07","4B","1","","","","No","None"
"L1245","JRC_IS22576-20151106_51_H1","91F03","48G01","3A, 3C","1","","","","No","Strong"
"L1306","JRC_IS22589-20151106_52_G1","30A10","53A03","27","1","","","","No","None"
"SS01159","B1_T1_20151016_42_R1_L19","VT026019","41C05","","1","","Yes_TI-wk24","Case4_Wk2","Yes","Ascending"
"L2103","JRC_IS23132-20151120_53_B2","20A03","24C08","138","2","","","","No","None"
"L2047","JRC_IS23374-20151211_52_H3","58F03","85A07","4G","1","","","","No","Medium"
"L2197","JRC_IS24142-20151204_51_G3","VT002834","VT041887","4D","1","","","","No","Medium"
"L2273","JRC_IS24656-20151211_52_H5","VT038219","VT026001","16","2","","Yes_TI-wk22","Yes_TI_wk23","Yes","None"
"L2201","JRC_IS24671-20151211_52_B2","VT058720","VT041887","4B, 4D","2","","Yes_TI-wk22","Yes_TI_wk23","Yes","Ascending"
"L2202","JRC_IS24680-20151211_52_C2","VT060077","VT041887","4D","2","","","","No","Medium"
"L1606","JRC_IS22670-20151106_51_I3","48E02","79D04","123","1","","Yes_TI-wk21","Yes-TI_wk15-16 (flycore)","Yes","Medium"
"L1827","JRC_IS22732-20151106_51_D4","30A10","95F09","4D, 4G","1","","Yes_TI-wk21","Yes_TI_wk22","Yes","Medium"
"L963","JRC_IS22797-20151106_51_E2","83A11","34G01","1B","1","","Yes_TI-wk19","Yes_TI_wk29","Yes","Medium"
"L2260","JRC_IS24693-20151211_52_E4","92D09","VT019067","7, 16C","1","","Yes_TI-wk21","Yes_TI_wk23","Yes","Medium"
"L2314","JRC_IS24835-20151218_52_E4","58F03","34E09","76","1","","Yes_TI-wk21","Yes_TI_wk21","Yes","Medium"
"L2045","JRC_IS25420-20160121_52_D6","VT006202","VT017375","54C","1","","Yes_TI-wk20","Yes_TI_wk22","Yes","None"
"L856","JRC_IS22392-20160129_52_D2","20A03","29E11","1A","1","","Yes_TI-wk19","Yes-TI_wk18","Yes","Medium"
"L879","JRC_IS22395-20160129_52_A4","13C04","29E11","27","2","","Yes_TI-wk20","Yes_TI_wk29","Yes","Weak"
"L1981","JRC_IS25419-20160121_52_D4","VT017242","VT008183","144","1","","","","No","Strong"
"L880","JRC_IS25820-20160129_52_A2","30A10","29E11","1B, 27","3","","","","No","None"
"L876","JRC_IS25832-20160129_52_E2","79C09","29E11","4A, 27","2","","Yes_TI-wk22","Yes_TI_wk29","Yes","Weak"
"L1985","JRC_IS23392-20160121_52_A3","VT006202","VT007394","54C","1","","","","No","None"
"L271","JRC_IS21811-20160212_52_A6","14B11","41H09","7","2","","Yes_TI-wk19","Yes-TI_wk18","Yes","None"
"L867","JRC_IS25833-20160129_52_E3","82F03","29E11","1B","1","","","","No","Strong"
"L860","JRC_IS25822-20160129_52_D3","33E02","29E11","1B","1","","Yes_TI-wk21","Yes_TI_wk29","Yes","Weak"
"L760","JRC_IS22760-20160129_52_E4","25G10","20A03","1B","1","","Yes_TI-wk24","Yes_TI_wk25","Yes","Medium"
"L2316","JRC_SS25950-20160212_52_G1","VT023823","34E09","76","2","","Yes_TI-wk20","Yes_TI_wk25","Yes","Strong"
"L2111","JRC_IS23139-20160212_52_A3","24C08","53C02","138","1","","Yes_TI-wk20","Yes_TI_wk25","Yes","None"
"L883","JRC_IS25835-20160129_52_F4","84F07","29E11","27","1","","Yes_TI-wk19","Yes-TI_wk18","Yes","None"
"L2317","JRC_SS25954-20160212_52_B1","15F02","41H09","51B","0","","","Yes_TI_wk20","Yes","None"
"L1226","JRC_IS22342-20160212_52_E1","25B07","48E02","12A","1","","","","No","None"
"L1649","JRC_IS22681-20160219_51_A1","38D01","83A11","1B","1","","","","No","None"
"L482","JRC_IS26634-20160226_53_C6","31D07","65H10","8A","1","","Yes_TI-wk19","Yes-TI_wk18","Yes","Weak"
"L2278","JRC_IS24645-20160226_53_A3","VT050226","VT026001","16","1","","Yes_TI-wk19","Yes_TI_wk22","Yes","None"
"L1299","JRC_IS22586-20160226_53_A5","51H04","52H12","12A","1","","","","No","Medium"
"L1140","JRC_IS22550-20160226_53_C2","94B04","44G08","7, 16A, 16F","1","","Yes_TI-wk22","Yes_TI_wk21","Yes","None"
"L1524","JRC_IS22640-20160226_53_I1","41H07","66A08","4B, 70B, 70D","2","","Yes_TI-wk19","Yes_TI_wk20","Yes","Strong"
"L1425","JRC_IS26628-20160226_53_C3","41H07","59F02","8A, 7","2","","","","No","None"
"L1431","JRC_IS22617-20160226_53_D1","94B04","59F02","7, 8A","1","","","","No","Medium"
"L1550","JRC_IS26646-20160226_53_E1","64G04","69H02","29B","1","","","","No","Strong"
"L1569","JRC_IS22658-20160226_53_E2","25G10","76E07","17A, 17C","1","","Yes_TI-wk19","Yes_TI_wk30","Yes","Weak"
"L1539","JRC_IS22647-20160226_53_G4","94B04","66B12","16A","1","","Yes_TI-wk25","Yes_TI_wk20","Yes","None"
"L2109","JRC_IS23137-20160226_53_H4","54G12","48E02","138","1","","Yes_TI-wk21","Yes_TI_wk20","Yes","Medium"
"L1183","JRC_IS26639-20160226_54_A2","64G04","47B03","29B","3","","","","No","Weak"
"L1811","JRC_IS22380-20160226_54_D3","12H12","94F11","16C","3","","","","No","Weak"
"L2363","JRC_IS27110-20160311_53_G2","48F03","73C07","11A, 11B","1","","Yes_TI-wk20","Yes_TI_wk20","Yes","Medium"
"L1683","JRC_IS22695-20160226_53_I5","46A08","85C03","3B","2","","Yes_TI-wk20","Yes_TI_wk22","Yes","None"
"L1841","JRC_IS27126-20160311_53_E5","VT044492","10H03","1H","1","","","","In Progress (flycore)","Strong"
"L2444","JRC_SS44863-20171103_49_A1","VT028327","VT028327","","1","","","","Yes","Medium"
"L2443","JRC_SS11235-20171103_49_A2","75B02","79B08","","1","","","","Yes","None"
"L1786","JRC_IS34899-20160930_41_I2","25G10","94B04","","1","","","","In Progress (flycore)","Medium"
"L1779","JRC_IS34892-20160930_43_A5","55C09","94B04","","1","","","","In Progress (flycore)","Weak"
"L1591","JRC_IS34841-20160930_42_G6","27C09","76G09","","","","","","In Progress (flycore)","None"
"L1448","JRC_IS34819-20160930_42_A6","54G12","64E01","","1","","","","In Progress (flycore)","Strong"
"L1377","JRC_IS34807-20160930_42_C1","95A10","53H04","","1","","","","In Progress (flycore)","None"
"L754","JRC_IS31644-20160701_52_A1","84A06","19E06","","1","","","","In Progress (flycore)","None"
"L732","JRC_IS31635-20160624_53_A5","70D02","18B12","","1","","","","No","Medium"
"L712","JRC_IS31632-20160624_53_F2","27C09","15A01","","1","","","","In Progress (flycore)","None"
"L1408","JRC_IS31594-20160624_53_H2","54G12","58F12","","1","","","","In Progress (flycore)","None"
"L1418","JRC_IS31603-20160624_53_H1","44G08","58F12","","1","","","","In Progress (flycore)","None"
